"Title","Edition","ISBN","Publisher Name","Publishing Year","Serial Title","Call Number","Language","publishing place","Classification","Notes","Image","File Attach",,"Subject","Item Start value","Specific Detail Info","Copies","Price","label","Supplier","Subtitle","Keyword","Book review","Standards","Frequency"
"TWIN FAVOURITE FAIRY TALES 3",,9788181536860,"RAINBOW",2011,,,,,"823/FAI",,,,,"ENGISH",,,,25,,"BULSAR BOOK STORE",,,,"STORY",
"TWIN FAVOURITE FAIRY TALES 7",,9788181536907,"RAINBOW",2011,,,,,"823/FAI",,,,,"ENGISH",,,,25,,"BULSAR BOOK STORE",,,,"STORY",
"TWIN FAVOURITE FAIRY TALES 8",,9788181536914,"RAINBOW",2011,,,,,"823/FAI",,,,,"ENGISH",,,,25,,"BULSAR BOOK STORE",,,,"STORY",
"TWIN FAVOURITE FAIRY TALES 9",,9788181536921,"RAINBOW",2011,,,,,"823/FAI",,,,,"ENGISH",,,,25,,"BULSAR BOOK STORE",,,,"STORY",
"TWIN FAVOURITE FAIRY TALES 10",,9788181536938,"RAINBOW",2011,,,,,"823/FAI",,,,,"ENGISH",,,,25,,"BULSAR BOOK STORE",,,,"STORY",
"TWIN FAVOURITE FAIRY TALES 12",,9788181536952,"RAINBOW",2011,,,,,"823/FAI",,,,,"ENGISH",,,,25,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : THE GARDEN OF PARADISE",,"81-8153-014-4","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : THE BOASTFUL BEETLE",,"81-8153-016-0","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : THE PROUD PRINCESS",,"81-8153-013-6","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : MARY AND THE WHITE DOVE",,"81-8153-011-X","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : CATHERINE AND THE THREE DWARFS",,"81-8153-008-X","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : THE TREASURE IN THE MOUNTAIN",,"81-8153-012-8","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : THE EMPEROR AND THE FALSE WEAVERS",,"81-8153-019-5","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : THE FISHERMAN'S GREEDY WIFE",,"81-8153-018-7","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : THE CRYSTAL BALL",,"81-8153-009-8","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : THE FAIRY'S SPECIAL GIFTS",,"81-8153-010-1","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : THE WOOD-CUTTER'S THREE WISHES",,"81-8153-017-9","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"FAIRY TALES : THE FYLING TRUNK",,"81-8153-015-2","RAINBOW",,,,,,"823/FAI",,,,,"ENGISH",,,,20,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 1",,9788181534866,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 2",,9788181534873,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 3",,9788181534880,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 4",,9788181534897,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 5",,9788181534903,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 6",,9788181534910,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 7 ",,9788181534927,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 8",,9788181534934,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 9",,9788181534941,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 10",,9788181534958,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 11",,9788181534965,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"5-IN-1 LOVELY STORIES 12",,9788181534972,"RAINBOW",2009,,,,,"823/LOV",,,,,"ENGISH",,,,30,,"BULSAR BOOK STORE",,,,"STORY",
"GOODNIGHT STORIES : THREE LITTLE PIGS; 2",,9788181537171,"RAINBOW",2011,,,,,"823/THR",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"GOODNIGHT STORIES : HANSEL AND GRETEL; 7",,9788181537225,"RAINBOW",2011,,,,,"823/HAN",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"GOODNIGHT STORIES : THE SLEEPING BEAUTY; 5",,9788181537201,"RAINBOW",2011,,,,,"823/SLE",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"GOODNIGHT STORIES : THE UGLY DUCKLING; 8",,9788181537232,"RAINBOW",2011,,,,,"823/UGL",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"GOODNIGHT STORIES : THE THREE BILLY GOATS GRUFF; 1",,9788181537164,"RAINBOW",2011,,,,,"823/THR",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"GOODNIGHT STORIES : PINOCCHIO; 3",,9788181537188,"RAINBOW",2011,,,,,"823/PIN",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"GOODNIGHT STORIES : ADVENTURE OF PETER PAN; 6",,9788181537218,"RAINBOW",2011,,,,,"823/ADV",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"BIG BOOK OF PANCHTANTRA STORIES 1",,9788181536136,"RAINBOW",2010,,,,,"823/PAN",,,,,"ENGISH",,,,150,,"BULSAR BOOK STORE",,,,"STORY",
"BIG BOOK OF PANCHTANTRA STORIES 2",,9788181536143,"RAINBOW",2010,,,,,"823/PAN",,,,,"ENGISH",,,,150,,"BULSAR BOOK STORE",,,,"STORY",
"ONCE UPON A TIME 1",,9788181535177,"RAINBOW",2011,,,,,"823/ONC",,,,,"ENGISH",,,,150,,"BULSAR BOOK STORE",,,,"STORY",
"ONCE UPON A TIME 2",,9788181535184,"RAINBOW",2011,,,,,"823/ONC",,,,,"ENGISH",,,,150,,"BULSAR BOOK STORE",,,,"STORY",
"ONCE UPON A TIME 3",,9788181535191,"RAINBOW",2011,,,,,"823/ONC",,,,,"ENGISH",,,,150,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK: GOLDILOCKS AND THE THREE BEARS",,"978-81-8153-102-7","RAINBOW",2013,,,,,"823/GOL",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK:  CINDERELLA",,"978-81-8153-100-0","RAINBOW",2013,,,,,"823/CIN",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK: THE MAGIC HORSE",,"978-81-8153-105-1","RAINBOW",2013,,,,,"823/MAG",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK: PINOCCHIO",,"978-81-8153-106-x","RAINBOW",2013,,,,,"823/PIN",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK:  THE LITTLE RED RIDING HOOD",,"978-81-8153-104-3","RAINBOW",2013,,,,,"823/LIT",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK: THE PUSS IN THE BOOTS",,"978-81-8153-107-8","RAINBOW",2013,,,,,"823/PUS",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK: TOM THUMB",,"978-81-8153-111-6","RAINBOW",2013,,,,,"823/TOM",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK: THE BLUE BIRD",,"978-81-8153-109-4","RAINBOW",2013,,,,,"823/BLU",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK: HANSEL AND GRETEL",,"978-81-8153-103-5","RAINBOW",2013,,,,,"823/HAN",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK: THUMBELINA",,"978-81-8153-110-8","RAINBOW",2013,,,,,"823/THU",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK: EMPEROR'S NIGHTINGALE",,"978-81-8153-101-9","RAINBOW",2013,,,,,"823/EMP",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PRE-SCHOOL STORY BOOK: SINDBAD THE SAILOR",,"978-81-8153-108-6","RAINBOW",2013,,,,,"823/SIN",,,,,"ENGISH",,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PANCHTANTRA STORIES 1",,9788181535054,"RAINBOW",2010,,,,,"823/PAN",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"PANCHTANTRA STORIES 2",,9788181535061,"RAINBOW",2010,,,,,"823/PAN",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"PANCHTANTRA STORIES 3",,9788181535078,"RAINBOW",2010,,,,,"823/PAN",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"PANCHTANTRA STORIES 4",,9788181535085,"RAINBOW",2010,,,,,"823/PAN",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"PANCHTANTRA STORIES 5",,9788181535092,"RAINBOW",2010,,,,,"823/PAN",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"PANCHTANTRA STORIES 6",,9788181535108,"RAINBOW",2010,,,,,"823/PAN",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"PANCHTANTRA STORIES 7",,9788181535115,"RAINBOW",2010,,,,,"823/PAN",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"PANCHTANTRA STORIES 8",,9788181535122,"RAINBOW",2010,,,,,"823/PAN",,,,,"ENGISH",,,,45,,"BULSAR BOOK STORE",,,,"STORY",
"DADA-DADI KI KAHANIYA 3",,9788181534071,"RAINBOW",2009,,,,,"891.43301/DAD",,,,,"HINDI",,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"DADA-DADI KI KAHANIYA 4",,9788181534088,"RAINBOW",2009,,,,,"891.43301/DAD",,,,,"HINDI",,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"DADA-DADI KI KAHANIYA 5",,9788181534095,"RAINBOW",2009,,,,,"891.43301/DAD",,,,,"HINDI",,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"DADA-DADI KI KAHANIYA 6",,9788181534101,"RAINBOW",2009,,,,,"891.43301/DAD",,,,,"HINDI",,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"DADA-DADI KI KAHANIYA 7",,9788181534118,"RAINBOW",2009,,,,,"891.43301/DAD",,,,,"HINDI",,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"DADA-DADI KI KAHANIYA 8",,9788181534125,"RAINBOW",2009,,,,,"891.43301/DAD",,,,,"HINDI",,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"NANCY DREW GRAPHIC NOVEL : WRIT IN STONE",,"978-81-286-3030-9","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"NANCY DREW GRAPHIC NOVEL : THE HAUNTED DOLLHOUSE",,"978-81-286-3031-6","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"NANCY DREW GRAPHIC NOVEL : DOGGONE TOWN",,"978-81-286-3041-5","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author KINNEY.SARAH;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"NANCY DREW GRAPHIC NOVEL : GLOBAL WARNING",,"978-81-286-3036-1","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"NANCY DREW GRAPHIC NOVEL : THE DISORIENTED EXPRESS",,"978-81-286-3038-5","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author KINNEY.SARAH;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"NANCY DREW GRAPHIC NOVEL : MONKEY WRENCH BLUES",,"978-81-286-3039-2","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author KINNEY.SARAH;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"NANCY DREW GRAPHIC NOVEL : SLEIGHT OF DAN",,"978-81-286-3042-2","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"NANCY DREW GRAPHIC NOVEL : MR. CHEETERS IS MISSING",,"978-81-286-3034-7","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"NANCY DREW GRAPHIC NOVEL : THE DEMON OF RIVER HEIGHTS",,"978-81-286-3029-3","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"NANCY DREW GRAPHIC NOVEL : THE FAKE HEIR",,"978-81-286-3033-0","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"NANCY DREW GRAPHIC NOVEL : THE GIRL WHO WASN'T THERE",,"978-81-286-3032-3","EURO KIDS",2011,,,,,"823/PET",,,,"PETRUCHA.STEFAN;Author","ENGISH",,,,85,,"BULSAR BOOK STORE",,,,"FICTION",
"AMAZING MYSTERIES: UNSOLVED CRIMES",,"978-81-286-3209-9","EURO KIDS",2012,,,,,"823/TOW",,,,"TOWNSEND.JOHN;Author","ENGISH",,,,60,,"BULSAR BOOK STORE",,,,"FICTION",
"AMAZING MYSTERIES: MESSAGES FROM BEYOND",,"978-81-286-3205-1","EURO KIDS",2012,,,,,"823/RON",,,,"ROONEY.ANNE;Author","ENGISH",,,,60,,"BULSAR BOOK STORE",,,,"FICTION",
"AMAZING MYSTERIES: GONE MISSING",,"978-81-286-3204-4","EURO KIDS",2012,,,,,"823/TOW",,,,"TOWNSEND.JOHN;Author","ENGISH",,,,60,,"BULSAR BOOK STORE",,,,"FICTION",
"AMAZING MYSTERIES: STRANGE PLACES",,"978-81-286-3207-5","EURO KIDS",2012,,,,,"823/ROO",,,,"ROONEY.ANNE;Author","ENGISH",,,,60,,"BULSAR BOOK STORE",,,,"FICTION",
"AMAZING MYSTERIES: UFOS AND ALIENS",,"978-81-286-3208-2","EURO KIDS",2012,,,,,"823/ROO",,,,"ROONEY.ANNE;Author","ENGISH",,,,60,,"BULSAR BOOK STORE",,,,"FICTION",
"AMAZING MYSTERIES: STRANGE CREATURES",,"978-81-286-3206-8","EURO KIDS",2012,,,,,"823/TOW",,,,"TOWNSEND.JOHN;Author","ENGISH",,,,60,,"BULSAR BOOK STORE",,,,"FICTION",
"GREAT SCIENTISTS: CHARLES DARWIN",,9788178132952,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: CHARLES DARWIN",,9788178132952,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: GALILEO GALILEI",,9788178132945,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: GALILEO GALILEI",,9788178132945,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: JAMES WATT",,9788178132976,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: JAMES WATT",,9788178132976,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: SIR ISAAC NEWTON",,9788178133010,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: SIR ISAAC NEWTON",,9788178133010,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: MARIE CURIE",,9788178132983,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: MARIE CURIE",,9788178132983,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: ALEXANDER GRAHAM BELL",,9788178132969,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: ALEXANDER GRAHAM BELL",,9788178132969,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: THOMAS ALVA EDISON",,9788178133034,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: THOMAS ALVA EDISON",,9788178133034,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: GUGLIELMO MARCONI",,9788178132990,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: GUGLIELMO MARCONI",,9788178132990,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: WRIGHT BROTHERS",,9788178133027,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: WRIGHT BROTHERS",,9788178133027,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: ALBERT EINSTEIN",,9788178133003,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"GREAT SCIENTISTS: ALBERT EINSTEIN",,9788178133003,"SUNRISE PUBLISHERS",,,,,,"925/GRE",,,,,"SCIENCE",,,,40,,"BULSAR BOOK STORE",,,,"BIOGRAPHY",
"PHONICS: FIRST SOUNDS",,"978-81-207-6663-1","STERLING",2011,,,,,"428/PHO",,,,,,,,,55,,"BULSAR BOOK STORE",,,,"LANGAUGE",
"PHONICS: SAME SOUNDS",,"978-81-207-6664-8","STERLING",2011,,,,,"428/PHO",,,,,,,,,55,,"BULSAR BOOK STORE",,,,"LANGAUGE",
"PHONICS: VOWEL SOUNDS",,"978-81-207-6665-5","STERLING",2011,,,,,"428/PHO",,,,,,,,,55,,"BULSAR BOOK STORE",,,,"LANGAUGE",
"PHONICS: SOUNDS LETTERS MAKE",,"978-81-207-6666-2","STERLING",2011,,,,,"428/PHO",,,,,,,,,55,,"BULSAR BOOK STORE",,,,"LANGAUGE",
"PHONICS: BUILDING WITH SOUNDS",,"978-81-207-6667-9","STERLING",2011,,,,,"428/PHO",,,,,,,,,55,,"BULSAR BOOK STORE",,,,"LANGAUGE",
"PHONICS: BLENDING SOUNDS",,"978-81-207-6668-6","STERLING",2011,,,,,"428/PHO",,,,,,,,,55,,"BULSAR BOOK STORE",,,,"LANGAUGE",
"PHONICS: JOINING SOUNDS",,"978-81-207-6669-3","STERLING",2011,,,,,"428/PHO",,,,,,,,,55,,"BULSAR BOOK STORE",,,,"LANGAUGE",
"PHONICS: SILENT LETTERS",,"978-81-207-6670-9","STERLING",2011,,,,,"428/PHO",,,,,,,,,55,,"BULSAR BOOK STORE",,,,"LANGAUGE",
"THE TAMING OF THE SHREW",,"978-1-40830-505-8","ORCHARDBOOKS",2010,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"ANTONY AND CLEOPATRA",,"978-1-84121-338-5","ORCHARDBOOKS",2003,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"AS YOU LIKE IT",,"978-1-84616-187-2","ORCHARDBOOKS",2007,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"HENRY V",,"978-1-84121-342-2","ORCHARDBOOKS",2003,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"HAMLET",,"978-1-84121-340-8","ORCHARDBOOKS",2003,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"MUCH ADO ABOUT NOTHING",,"978-1-84616-183-4","ORCHARDBOOKS",2010,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"THE MERCHANT OF VENICE",,"978-1-40830-504-1","ORCHARDBOOKS",2010,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"A MIDSUMMER NIGHT'S DREAM",,"978-1-84121-332-3","ORCHARDBOOKS",2003,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"OTHELLO",,"978-1-84616-184-1","ORCHARDBOOKS",2007,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"THE TEMPEST",,"978-1-84121-346-0","ORCHARDBOOKS",2003,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"TWELFTH NIGHT",,"978-1-84121-334-7","ORCHARDBOOKS",2003,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"RICHARD III",,"978-1-84616-185-8","ORCHARDBOOKS",2007,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"JULIUS CAESAR",,"978-1-40830-506-5","ORCHARDBOOKS",2010,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"MACBETH",,"978-1-84121-344-6","ORCHARDBOOKS",2003,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"KING LEAR",,"978-1-40830-503-4","ORCHARDBOOKS",2010,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"ROMEO AND JULIET",,"978-1-84121-336-1","ORCHARDBOOKS",2003,,,,,"823/SHA",,,,"SHAKESPEARE.WILLIAM;Author","ENGISH",,,,110,,"BULSAR BOOK STORE",,,,"FICTION",
"MACMILLAN POETRY: SHORT VISIT, LONG STAY",,"978-1-4472-0020-8","MACMILLAN",2011,,,,,"821/MOS",,,,"MOSES.BRIAN;Author",,,,,110,,"BULSAR BOOK STORE",,,,"ENGLISH POETRY",
"MACMILLAN POETRY: MY GANG",,"978-0-330-54592-1","MACMILLAN",2011,,,,,"821/MOS",,,,"MOSES.BRIAN;Author",,,,,110,,"BULSAR BOOK STORE",,,,"ENGLISH POETRY",
"MACMILLAN POETRY: I'M IN LOVE WITH A SLUG",,"978-1-4472-0171-7","MACMILLAN",2011,,,,,"821/MOS",,,,"MOSES.BRIAN;Author",,,,,110,,"BULSAR BOOK STORE",,,,"ENGLISH POETRY",
"MACMILLAN POETRY: THE EVIL DOCTOR MUCUS SPLEEN",,"978-0-330-54589-1","MACMILLAN",2011,,,,,"821/COO",,,,"COOKSON.PAUL;Author",,,,,110,,"BULSAR BOOK STORE",,,,"ENGLISH POETRY",
"MACMILLAN POETRY: ARE WE NEARLY THERE YET?",,"978-1-4472-0170-0","MACMILLAN",2011,,,,,"821/MOS",,,,"MOSES.BRIAN;Author",,,,,110,,"BULSAR BOOK STORE",,,,"ENGLISH POETRY",
