Title,Edition,ISBN,Publisher Name,Publishing Year,Serial Title,Call Number,Language,publishing place,Classification,Notes,Image,File Attach,Author,Subject,Item Start value,Specific Detail Info,Copies,Price,label,Supplier,Subtitle,Keyword,Book review,Standards,Frequency,
Otis,First,,Voyager Books,2000,,1938,English,London,,,,,Janie Bynum,,1938,,1,$3.99 ,,Voyager Books ,,,,,,
A Handy Dragon,First,,Shortland Publication,1988,,1939,English,London,,,,,Joy Cowley,,1939,,1,$3.99 ,,Shorthand Pub,,,,,,
A Bad Case of stripes,First,,The Blue Sky Press,1998,,1940,English,Singapore,,,,,David Shannon,,1940,,1,$16.95 ,,The Blue Sky press,,,,,,
Letters From Obedience school,First,,Scholastic Inc Pub.,2003,,1941,English,London,,,,,Mark Teague,,1941,,1,$4.99 ,,Scholastic Pub,,,,,,
Game Day,First,,Scholastic Inc Pub.,2005,,1942,English,New York,,,,,Tiki Barber,,1942,,1,$4.99 ,,Scholastic Pub,,,,,,
Something From Nothing,First,,Scholastic Inc Pub.,2008,,1943,English,New York,,,,,Phoebe Gilman,,1943,,1,$3.99 ,,Scholastic Pub,,,,,,
Do your Ears Hang Low?,First,,Scholastic Inc Pub.,2003,,1944,English,New York,,,,,Caroline Jayne ,,1944,,1,$2.95 ,,Scholastic Pub,,,,,,
Bats ,First,,Scholastic Inc Pub.,1999,,1945,English,New York,,,,,Gail Gibbons,,1945,,1,$2.95 ,,Scholastic Pub,,,,,,
All Aboard Trains,First,,Grosset & Dunlap ,2007,,1946,English,New York,,,,,Mary Harding,,1946,,1,$3.99 ,,Grosset & Dunlap,,,,,,
It's Mine,First,,Scholastic Inc Pub.,2005,,1947,English,New York,,,,,Isabel Munoz,,1947,,1,$3.99 ,,Scholastic Pub,,,,,,
The Night Before Summer Vacation,First,,Scholastic Inc Pub.,2003,,1948,English,New York,,,,,Natasha Wing,,1948,,1,$3.99 ,,Scholastic Pub,,,,,,
Feeling Afraid,First,,Scholastic Inc Pub.,1995,,1949,English,New York,,,,,Jay Barry,,1949,,1,$3.99 ,,Scholastic Pub,,,,,,
The Lost Kingdom,First,,Scholastic Inc Pub.,2005,,1950,English,New York,,,,,Daniel Lipkowitz,,1950,,1,$3.99 ,,Scholastic Pub,,,,,,
The Night before Thanksgiving,First,,Scholastic Inc Pub.,2002,,1951,English,New York,,,,,Natasha Wing,,1951,,1,$3.99 ,,Scholastic Pub,,,,,,
Moongame ,First,,Scholastic Inc Pub.,1984,,1952,English,New York,,,,,Frank Asch,,1952,,1,$3.99 ,,Scholastic Pub,,,,,,
Skippyjon Jones in the Dog House,First,,Scholastic Inc Pub.,2006,,1953,English,New York,,,,,Judy Schachner,,1953,,1,$3.99 ,,Scholastic Pub,,,,,,
Tracks,First,,Scholastic Inc Pub.,1996,,1954,English,New York,,,,,David Galef,,1954,,1,$3.99 ,,Scholastic Pub,,,,,,
Where Does the Brown Bear Go?,First,,Moughton Mifflin Company,1996,,1955,English,Boston,,,,,Nicki weiss,,1955,,1,$3.99 ,,Scholastic Pub,,,,,,
I knew you could!,First,,Scholastic Inc Pub.,2004,,1956,English,New York,,,,,Craig Dorfman,,1956,,1,$3.99 ,,Scholastic Pub,,,,,,
The Turnip,First,,Scholastic Inc Pub.,1990,,1957,English,New York,,,,,Pierr Morgan,,1957,,1,$3.99 ,,Scholastic Pub,,,,,,
George Washington,First,,Scholastic Inc Pub.,1982,,1958,English,New York,,,,,Ruth Belov Gross,,1958,,1,$3.99 ,,Scholastic Pub,,,,,,
The Perfect Nest,First,,Scholastic Inc Pub.,2007,,1959,English,New York,,,,,Catherine Friend,,1959,,1,$3.99 ,,Scholastic Pub,,,,,,
Moby Dick,First,,Troll Association,1988,,1960,English,New York,,,,,Herman Melville,,1960,,1,$3.99 ,,Troll associates,,,,,,
Buzz Bumble to the Rescue,First,,Scholastic Inc Pub.,2006,,1961,English,New York,,,,,Lynn E. Hazen,,1961,,1,$3.99 ,,Scholastic Pub,,,,,,
Ella Sarah Gets Dressed,First,,Scholastic Inc Pub.,2004,,1962,English,New York,,,,,Margaret Chodas,,1962,,1,$3.99 ,,Scholastic Pub,,,,,,
I know why I Brush my Teeth,First,,Scholastic Inc Pub.,2000,,1963,English,New York,,,,,Kate Rowan,,1963,,1,$3.99 ,,Scholastic Pub,,,,,,
Dem Bones,First,,Scholastic Inc Pub.,1997,,1964,English,New York,,,,,Bob Barner,,1964,,1,$3.99 ,,Scholastic Pub,,,,,,
Iiama llama mad at mama,First,,Scholastic Inc Pub.,2007,,1965,English,New York,,,,,Anna Dewdney,,1965,,1,$3.99 ,,Scholastic Pub,,,,,,
Pirate Pete's Talk Like A Pirate,First,,Scholastic Inc Pub.,2002,,1966,English,New York,,,,,Kim Kennedy,,1966,,1,$3.99 ,,Scholastic Pub,,,,,,
Can you Catch a Mermaid?,First,,Scholastic Inc Pub.,2003,,1967,English,New York,,,,,Jane Ray,,1967,,1,$3.99 ,,Scholastic Pub,,,,,,
A Packet Full of Kisses,First,,Scholastic Inc Pub.,2004,,1968,English,New York,,,,,Andrey Penn,,1968,,1,$3.99 ,,Scholastic Pub,,,,,,
Where's the Big bad Wolf ?,First,,Scholastic Inc Pub.,2004,,1969,English,New York,,,,,Eileen Christelow,,1969,,1,$3.99 ,,Scholastic Pub,,,,,,
Bats Night Fliers,First,,Scholastic Inc Pub.,2004,,1970,English,New York,,,,,Betsy Maestro,,1970,,1,$3.99 ,,Scholastic Pub,,,,,,
Chanticleer and the Fox,First,,Scholastic Inc Pub.,1989,,1971,English,New York,,,,,Thomas Y. Crowell,,1971,,1,$3.99 ,,Scholastic Pub,,,,,,
The Falling Leaves,First,,Scholastic Inc Pub.,2002,,1972,English,New York,,,,,Jill Dubin,,1972,,1,$3.99 ,,Scholastic Pub,,,,,,
Waking Beauty,First,,Scholastic Inc Pub.,2009,,1973,English,New York,,,,,Lydia Monks,,1973,,1,$3.99 ,,Scholastic Pub,,,,,,
Skippyjon Jones in the Big Bones,First,,Scholastic Inc Pub.,2007,,1974,English,New York,,,,,Judy Byron,,1974,,1,$3.99 ,,Scholastic Pub,,,,,,
Fun with Zip and Zap,First,,Scholastic Inc Pub.,1998,,1975,English,New York,,,,,John Shefelbine,,1975,,1,$3.99 ,,Scholastic Pub,,,,,,
If you Take A Mouse to the Movies,First,,Scholastic Inc Pub.,2000,,1976,English,New York,,,,,Felicia Bond,,1976,,1,$3.99 ,,Scholastic Pub,,,,,,
Chester way,First,,Scholastic Inc Pub.,1988,,1977,English,New York,,,,,Kevin Henkes,,1977,,1,$3.99 ,,Scholastic Pub,,,,,,
Franklin in the Dark,First,,Scholastic Inc Pub.,1986,,1978,English,New York,,,,,Brenda Clark,,1978,,1,$3.99 ,,Scholastic Pub,,,,,,
More Bunny Trouble,First,,Scholastic Inc Pub.,1989,,1979,English,New York,,,,,Hans Wilhelm,,1979,,1,$3.99 ,,Scholastic Pub,,,,,,
The Little Red Hen,First,,Child's Play Ltd,2005,,1980,English,Swindon,,,,,Jess Stockham,,1980,,1,$3.99 ,,Child's Play Ltd,,,,,,
The Little Mermaid,First,,Modern Publishing,1991,,1981,English,New York,,,,,Shogo Hirata,,1981,,1,$3.99 ,,Modern Publishing,,,,,,
The Beast who couldn't say Boo,First,,Modern Publishing,2003,,1982,English,New York,,,,,Amanda Agee,,1982,,1,$3.99 ,,Modern Publishing,,,,,,
Five Little Monkeys Sitting in a Tree,First,,Scholastic Inc Pub.,1991,,1983,English,New York,,,,,Eileen Christelow,,1983,,1,$3.99 ,,Scholastic Pub,,,,,,
Sun up Sun Down ,First,,Harcourt Brace & Company,1983,,1984,English,Hong Kong,,,,,Gail Gibbons,,1984,,1,$4.95 ,,A Voyager Book,,,,,,
The Popcorn Dragon,First,,Scholastic Inc Pub.,1990,,1985,English,New York,,,,,Jane Thayer,,1985,,1,$3.99 ,,Scholastic Pub,,,,,,
Lazy Jack,First,,Troll Association,1979,,1986,English,New York,,,,,Bert Dodson,,1986,,1,$3.99 ,,Troll associates,,,,,,
Franklin and the Tooth Fairy,First,,Scholastic Inc Pub.,1996,,1987,English,New York,,,,,Brenda Clark,,1987,,1,$3.99 ,,Scholastic Pub,,,,,,
Owl Moon,First,,Scholastic Inc Pub.,1988,,1988,English,New York,,,,,Jane Yolen,,1988,,1,$3.99 ,,Scholastic Pub,,,,,,
The Buck Store Here,First,,A Trumpet club ,1991,,1989,English,New York,,,,,Alice Provensen,,1989,,1,$3.99 ,,Scholastic Pub,,,,,,
Snow Bears,First,,Scholastic Inc Pub.,2004,,1990,English,New York,,,,,Martin Waddell,,1990,,1,$3.99 ,,Scholastic Pub,,,,,,
The 13 Nights of Halloween,First,,Scholastic Inc Pub.,1996,,1991,English,New York,,,,,Rebecca Dickinson,,1991,,1,$3.99 ,,Scholastic Pub,,,,,,
In the Dark,First,,Hooked on Phonics,1998,,1992,English,New York,,,,,Chris Sawyer,,1992,,1,$3.99 ,,Scholastic Pub,,,,,,
Yu Gi Oh Scrapbook,First,,Modern Publishing,2003,,1993,English,New York,,,,,Modren Pub,,1993,,1,$3.99 ,,Modern Publishing,,,,,,
Many Luscioous Lollipops,First,,Grosset & Dunlap ,1989,,1994,English,New York,,,,,Ruth Heller,,1994,,1,$3.99 ,,Grosset & Dunlap,,,,,,
Paul Revere's Ride ,First,,Dutton Children Books,2000,,1995,English,New York,,,,,Ted Rand,,1995,,1,$6.99 ,,Dutton children Books,,,,,,
Who's in Love with Arthur?,First,,Little Brown and Comp,1998,,1996,English,New York,,,,,Marc Brown,,1996,,1,$3.95 ,,Little Brown Comp,,,,,,
Arthur's Nose,First,,A Trumpet club ,1989,,1997,English,New York,,,,,Marc Brown,,1997,,1,$3.99 ,,A Trumpet club,,,,,,
Good Night Gorilla,First,,Scholastic Inc Pub.,1995,,1998,English,New York,,,,,Peggy Rathmann,,1998,,1,$3.99 ,,Scholastic Pub,,,,,,
The Copycat Fish,First,,Night Sky Books,2000,,1999,English,New York,,,,,Marcus Pfister,,1999,,1,$3.50 ,,Night Sky Books,,,,,,
The Night Before Kindergarten,First,,Grosset & Dunlap ,2001,,2000,English,New York,,,,,Natasha Wing,,2000,,1,$3.99 ,,Grosset & Dunlap,,,,,,
Love you Forever,First,,A Firefly Book,2003,,2001,English,New York,,,,,Munsch Robert,,2001,,1,$3.99 ,,Firefly Book,,,,,,
Book of Colour and shapes,First,,Harper Collins Publishers,1991,,2002,English,New York,,,,,Maggie Groening,,2002,,1,$4.95 ,,Harper Collins Pub,,,,,,
Storm of the Century,First,,Scholastic Inc Pub.,2002,,2003,English,New York,,,,,Bill Jankawski,,2003,,1,$3.50 ,,Scholastic Pub,,,,,,
The Magic Toy Shop,First,,Pi kids Pub,1994,,2004,English,New York,,,,,Carolyn ,,2004,,1,$3.99 ,,Scholastic Pub,,,,,,
Wednesday is Spaghelli Day ,First,,Scholastic Inc Pub.,1990,,2005,English,New York,,,,,Maryann Cocco,,2005,,1,$3.99 ,,Scholastic Pub,,,,,,
The Caboose who got Loose,First,,Houghton Mufflin Company,1971,,2006,English,New York,,,,,Bill Peet,,2006,,1,$3.99 ,,Houghton Mifflin Company,,,,,,
Shadows,First,,Scholastic Inc Pub.,1996,,2007,English,New York,,,,,Margaret Ballinger,,2007,,1,$3.99 ,,Scholastic Pub,,,,,,
Toco Toucan's Touch Book,First,,The Economy Company,1901,,2008,English,New York,,,,,Pat Malaney,,2008,,1,$3.99 ,,The Economy Company,,,,,,
Narnia Lucy steps Through the Wardrobe,First,,Harper Collins Publishers,1997,,2009,English,New York,,,,,C.S Lewis,,2009,,1,$3.99 ,,Harper Collins Pub,,,,,,
Fidgety Fish and Friends,First,,Scholastic Inc Pub.,2008,,2010,English,New York,,,,,Paul Bright,,2010,,1,$3.99 ,,Scholastic Pub,,,,,,
Rapunzel,First,,Troll Association,2005,,2011,English,New York,,,,,Brothers Grimm,,2011,,1,$2.95 ,,Troll associates,,,,,,
Oliver Twist The Page Master,First,,PageMaster,1994,,2012,English,New York,,,,,Tom Jokic,,2012,,1,$3.99 ,,Page Master Pub,,,,,,
Gingerbread Man,First,,Shree Book Centre,2010,,2013,English,Mumbai,,,,,Euro book,,2013,,1,40.00,,Shree Book Centre,,,,,,
Buddy and his Animal Friends,First,,Euro Book Pvt ltd.,2015,,2014,English,Mumbai,,,,,Euro book,,2014,,1,50.00,,Euro Book Pvt Ltd.,,,,,,
Better Living,First,,Jeevandeep Pub,2015,,2015,English,Mumbai,,,,,Nicholas Soares,,2015,,1,60.00,,Jeevandeep Prakashan ,,,,,,
Little Critter's The Trip,First,,Inchworm Press,1988,,2016,English,New York,,,,,Mercer Mayer,,2016,,1,$3.99 ,,Inch Worm Pub,,,,,,
You Wouldn't want to live without Antibiotics,First,,Scholastic Inc Pub.,2018,,2017,English,New York,,,,,Anne Rooney,,2017,,1,$3.99 ,,Scholastic Pub,,,,,,
Good Morning India!,First,,Scholastic Inc Pub.,2019,,2018,English,New York,,,,,Satadru Mukherjee,,2018,,1,$3.99 ,,Scholastic Pub,,,,,,
Alpha and Omega,First,,Scholastic Inc Pub.,2010,,2019,English,New York,,,,,Tori Kosara,,2019,,1,$2.99 ,,Scholastic Pub,,,,,,
The Shoemaker and the Elves,First,,Reader's World ,2010,,2020,English,Delhi,,,,,Rickie,,2020,,1,25.00,,Reader World,,,,,,
The school Mural,First,,Steck Vaughn Company,2010,,2021,English,London,,,,,Sarah Vazquez,,2021,,1,$3.99 ,,Scholastic Pub,,,,,,
How do Dinosaurs Learn to read,First,,Scholastic Inc Pub.,2003,,2022,English,New York,,,,,Jane Yolen,,2022,,1,$1.25 ,,Scholastic Pub,,,,,,
Read to your Bunny,First,,Scholastic Inc Pub.,1999,,2023,English,New York,,,,,Rosemary wells,,2023,,1,$3.99 ,,Scholastic Pub,,,,,,
Barney Says 'Please and Thank You,First,,Scholastic Inc Pub.,1995,,2024,English,New York,,,,,Stephen white,,2024,,1,$2.25 ,,Scholastic Pub,,,,,,
Eating Right,First,,Pebble Books,2000,,2025,English,Minnesota,,,,,Capstone ,,2025,,1,$3.99 ,,Pebble Books,,,,,,
Tea for Ruby,First,,Pauls wiseman book,2000,,2026,English,New York,,,,,Sarah Ferguson,,2026,,1,$3.99 ,,Simon Spotlight,,,,,,
Secret Seahorse,First,,Barefoot Books,2000,,2027,English,New York,,,,,Stella Blackstone,,2027,,1,$3.99 ,,Barefoot Books,,,,,,
Clive Eats Alligators,First,,Houghton Mufflin Company,2000,,2028,English,Boston,,,,,Alison Leaster,,2028,,1,$3.99 ,,Houghton Mifflin Company,,,,,,
Toys Night Out,First,,Scholastic Inc Pub.,2000,,2029,English,New York,,,,,Keisha Humphrey,,2029,,1,$3.99 ,,Scholastic Pub,,,,,,
Pajama Sam,First,,Lyrick Publishing,2010,,2030,English,New York,,,,,Biz Magoo,,2030,,1,$3.99 ,,Lyrick Pub,,,,,,
Holiday Talent show,First,,Harper Festival Pub,2010,,2031,English,London,,,,,Galaire Kinkaid,,2031,,1,$3.99 ,,Harper Festival,,,,,,
Snowie Rolie,First,,Scholastic Inc Pub.,2005,,2032,English,New York,,,,,William Joyce,,2032,,1,$3.99 ,,Scholastic Pub,,,,,,
Thunder and  Lightning,First,,Random House,2006,,2033,English,New York,,,,,Katherine Emmons,,2033,,1,$3.99 ,,Random House Pub,,,,,,
Merry Christmas Big Hungry Bear!,First,,Scholastic Inc Pub.,2002,,2034,English,New York,,,,,A. Twinn,,2034,,1,$3.99 ,,Scholastic Pub,,,,,,
The Gingerbread Man,First,,Scholastic Inc Pub.,2006,,2035,English,New York,,,,,Violet Findley,,2035,,1,$3.99 ,,Scholastic Pub,,,,,,
Cat and Mouse,First,,Rigby Pm Collection ,2006,,2036,English,New York,,,,,Beverley Randell,,2036,,1,$1.50 ,,PM Collection ,,,,,,
Where Do Monster Live? ,First, ,Creative Edge ,2005,,2037,English,New York,,,,,Rozanne,,2037,,1,$2.50 ,,Creative  Edge,,,,,,
I can share!,First,,Scholastic Inc Pub.,2005,,2038,English,New York,,,,,David Parker,,2038,,1,$2.50 ,,Scholastic Pub,,,,,,
Bunny's Rainbow Day,First,,Scholastic Inc Pub.,1999,,2039,English,New York,,,,,Monica Wellington,,2039,,1,$2.50 ,,Scholastic Pub,,,,,,
Don't Be Late,First,,Scholastic Inc Pub.,1994,,2040,English,New York,,,,,Akimi Gibson,,2040,,1,$3.99 ,,Scholastic Pub,,,,,,
Push or Pull,First,,Scholastic Inc Pub.,1999,,2041,English,New York,,,,,Susan Canizares,,2041,,1,$3.99 ,,Scholastic Pub,,,,,,
Harry and the Haunted House,First,,Rendom House,1994,,2042,English,New York,,,,,Mark schlichting,,2042,,1,$3.99 ,,Rendom House,,,,,,
The Tale of Peter Rabbit,First,,Dalmatian Press,2006,,2043,English,New York,,,,,Beatrix Potter,,2043,,1,$2.50 ,,Dalmatian Press,,,,,,
My Pretty Ballerina,First,,Scholastic Inc Pub.,1991,,2044,English,New York,,,,,Karen Backstein,,2044,,1,$3.99 ,,Scholastic Pub,,,,,,
Mr. Messy,First,,Price Stern Sloan,2000,,2045,English,New York,,,,,Roger Hangrewes,,2045,,1,$4.95 ,,Price Stern Sloan,,,,,,
Fisher Price Little People,First,,Modern Publishing,1999,,2046,English,New York,,,,,Modren Pub,,2046,,1,$2.50 ,,Modern Publishing,,,,,,
Over The Moon,First,,Henry Holt and Company,2000,,2047,English,New York,,,,,Karen Katz,,2047,,1,$3.99 ,,Henry Holt and company,,,,,,
I have Brother Harry,First,,Trumpet Club Pub,1983,,2048,English,New York,,,,,Crescent Dragonwagon,,2048,,1,$3.99 ,,Trumpet Club,,,,,,
What Mary Jo shared,First,,Scholastic Inc Pub.,1991,,2049,English,New York,,,,,Janice May Udry,,2049,,1,$3.99 ,,Scholastic Pub,,,,,,
Apple ,First,,Scholastic Inc Pub.,2000,,2050,English,New York,,,,,Gail Gibbons,,2050,,1,$3.99 ,,Scholastic Pub,,,,,,
Meet the Obamas,First,,Scholastic Inc Pub.,2009,,2051,English,New York,,,,,Andrea Davis Pinkney,,2051,,1,$3.99 ,,Scholastic Pub,,,,,,
Five Little Monkeys reading in Bad,First,,Scholastic Inc Pub.,2009,,2052,English,New York,,,,,Eileen Christelow,,2052,,1,$1.50 ,,Scholastic Pub,,,,,,
It's my turn!,First,,Scholastic Inc Pub.,2000,,2053,English,New York,,,,,David Bedford,,2053,,1,$3.99 ,,Scholastic Pub,,,,,,
How to be a Friend,First,,Scholastic Inc Pub.,1998,,2054,English,New York,,,,,Laurie Krasny,,2054,,1,$3.99 ,,Scholastic Pub,,,,,,
Morgan and Me,First,,Price Stern Sloan,1981,,2055,English,New York,,,,,Stephen Cosgrove,,2055,,1,$3.99 ,,Price Stern Sloan,,,,,,
Little Penguin's Tale,First,,Scholastic Inc Pub.,2000,,2056,English,New York,,,,,Andrey Wood,,2056,,1,$3.99 ,,Scholastic Pub,,,,,,
Tiny Little Tina,First,,Rigby Pm Collection ,1998,,2057,English,New York,,,,,Alex Starr,,2057,,1,$2.50 ,,Rigby Pub,,,,,,
The Brave Little Tailor,First,,Rigby Pm Collection ,1998,,2058,English,New York,,,,,Annette Smith,,2058,,1,$3.99 ,,Rigby Pub,,,,,,
Owl Moon,First,,Scholastic Inc Pub.,1987,,2059,English,New York,,,,,Jane Yolen,,2059,,1,$4.50 ,,Scholastic Pub,,,,,,
No More water in the tub,First,,Scholastic Inc Pub.,1995,,2060,English,New York,,,,,Tedd Amold,,2060,,1,$3.99 ,,Scholastic Pub,,,,,,
The Jwelve Days of Christmas,First,,Trumpet Club Pub,2000,,2061,English,New York,,,,,Jan Brett,,2061,,1,$3.99 ,,Scholastic Pub,,,,,,
First Day Jitters,First,,Scholastic Inc Pub.,2000,,2062,English,New York,,,,,Julie Danneberg,,2062,,1,$3.99 ,,Scholastic Pub,,,,,,
The Crayon Box that Talked,First,,Scholastic Inc Pub.,1997,,2063,English,New York,,,,,Shane Derolf,,2063,,1,$3.99 ,,Scholastic Pub,,,,,,
When Winter Comes,First,,Scholastic Inc Pub.,2000,,2064,English,New York,,,,,Nancy Van Laan,,2064,,1,$3.99 ,,Scholastic Pub,,,,,,
Woodrow wilson,First,,Children's Press,2007,,2065,English,New York,,,,,Mike Venezia,,2065,,1,$3.99 ,,Children's Press,,,,,,
Working Hard with the Mighty Dump Truck,First,,Scholastic Inc Pub.,1993,,2066,English,New York,,,,,Justine Korman,,2066,,1,$3.99 ,,Scholastic Pub,,,,,,
Corduroy's Easter Party,First,,Grosset and Dunlap,2000,,2067,English,New York,,,,,Don Freeman,,2067,,1,$3.99 ,,Scholastic Pub,,,,,,
Curious George and the Dump Truck,First,,Houghton Mifflin Company,1999,,2068,English,New York,,,,,H.A. Rey,,2068,,1,$3.99 ,,Houghton Mifflin Company,,,,,,
How Do Apple Grow?,First,,Harper Collins Publishers,1992,,2069,English,New York,,,,,Betsy Maestro,,2069,,1,$3.99 ,,Harpercollins Pub,,,,,,
Away in a Manger,First,,Standard Publishing,2001,,2070,English,New York,,,,,Martin Luther,,2070,,1,$2.50 ,,Standard Publishing,,,,,,
Baseball saved Us,First,,Lee & Low Books ,1993,,2071,English,New York,,,,,Ken Mochizuki,,2071,,1,$2.50 ,,Lee & Low Books,,,,,,
Danger Ahead!,First,,Scholastic Inc Pub.,2001,,2072,English,New York,,,,,Ron Fontes,,2072,,1,$3.50 ,,Scholastic Pub,,,,,,
Five Littele Monkeys Bake a Birthday Cake,First,,Calrion Book,1992,,2073,English,New York,,,,,Eileen Christelow,,2073,,1,$3.99 ,,Houghton Mifflin Company,,,,,,
Froggy Learn to swim,First,,Scholastic Inc Pub.,1995,,2074,English,New York,,,,,Jonathan London,,2074,,1,$2.50 ,,Scholastic Pub,,,,,,
Maisy goes to the Hospital,First,,Candlewick Press,2001,,2075,English,New York,,,,,Lucy Cousins,,2075,,1,$2.50 ,,Candlewick Press,,,,,,
The Great Big Especiallt Beautiful Easter Egg,First,,Scholastic Inc Pub.,1983,,2076,English,New York,,,,,James Stevenson,,2076,,1,$2.50 ,,Scholastic Pub,,,,,,
"Amazon Sun, Amazon Rain",First,,Scholastic Inc Pub.,1994,,2077,English,New York,,,,,Ximena ,,2077,,1,$2.50 ,,Scholastic Pub,,,,,,
At the Park,First,,Scholastic Inc Pub.,2000,,2078,English,New York,,,,,Sadeqa Murray,,2078,,1,$2.50 ,,Scholastic Pub,,,,,,
Some Animal fun Just for fun,First,,The Economy Company,1977,,2079,English,New York,,,,,Joan wade Cole,,2079,,1,$3.99 ,,The Economy Company,,,,,,
It's About Time,First,,The Economy Company,1977,,2080,English,New York,,,,,Joan wade Cole,,2080,,1,$3.99 ,,The Economy Company,,,,,,
Georgie's Halloween,First,,Doubleday and Company,1958,,2081,English,New York,,,,,Robert Bright,,2081,,1,$3.99 ,,Doubleday and Company,,,,,,
Daniel in the Lion's Den,First,,Leap Frog publication,2001,,2082,English,New York,,,,,Thomas Gianni,,2082,,1,$3.99 ,,Leap Frog Books,,,,,,
Twas the Night Before Christmas,First,,PI  Pub,2001,,2083,English,New York,,,,,Suasan Spellman,,2083,,1,$2.50 ,,PI Publication,,,,,,
The Man Who Sold,First,,Macmillan Publishing ,2001,,2084,English,New York,,,,,Vivian Binnamin,,2084,,1,$3.99 ,,Macmillan Pub,,,,,,
The Three Little Pigs,First,,PC Multimedia Pub,2001,,2085,English,New York,,,,,Larry Carney,,2085,,1,$2.50 ,,PC Multimedia Pub,,,,,,
Button the Mouse The Barn Cat,First,,Sandra Yocum,2001,,2086,English,New York,,,,,Sandra Yocum,,2086,,1,$3.99 ,,Sandra Yocum,,,,,,
No Room!,First,,Sundance Company,2004,,2087,English,New York,,,,,Brenda Parkes,,2087,,1,$3.99 ,,Sundance Company,,,,,,
Where Do Puddles Go?,First,,Children's Press,1995,,2088,English,Chicago,,,,,Fay Robinson,,2088,,1,$4.95 ,,Children's Press,,,,,,
Dinosaurs came with everything,First,,Young Readers,1995,,2089,English,New York,,,,,Elise Broach,,2089,,1,$2.50 ,,Young Readers,,,,,,
Goldilockes and the Three Bears,First,,Igloo Publication,2009,,2090,English,New York,,,,,Igloo Pub,,2090,,1,$2.50 ,,Igloo Pub ,,,,,,
My Trip to The Hospital,First,,Harper Festival Pub,2005,,2091,English,New York,,,,,Mercer Mayer,,2091,,1,$3.99 ,,Harper Festival,,,,,,
Safe And Sound!,First,,Chick fill Publication,2008,,2092,English,New York,,,,,Mike Berenstain,,2092,,1,$3.99 ,,Chick Fill Publication,,,,,,
Circus Mouse,First,,Merrigold Press,1986,,2093,English,New York,,,,,Leslie McGurie,,2093,,1,$3.99 ,,Merrigold Press,,,,,,
The Birth of Jesus,First,,Leap Frog publication,1993,,2094,English,New York,,,,,Etta G Wilson,,2094,,1,$3.99 ,,Leap Frog Books,,,,,,
The Honest Woodcutter,First,,Leap Frog publication,2001,,2095,English,New York,,,,,Etta G Wilson,,2095,,1,$3.99 ,,Leap Frog Books,,,,,,
The Honest Woodcutter,First,,Leap Frog publication,2001,,2096,English,New York,,,,,Etta G Wilson,,2096,,1,$3.99 ,,Leap Frog Books,,,,,,
Pinocchio,First,,Leap Frog publication,2001,,2097,English,New York,,,,,Etta G Wilson,,2097,,1,$3.99 ,,Leap Frog Books,,,,,,
Down by the Station,First,,Scholastic Inc Pub.,2000,,2098,English,New York,,,,,Will Hillenbrand,,2098,,1,$3.99 ,,Scholastic Pub,,,,,,
Deep in the Forest,First,,Houghton Mifflin Company,1989,,2099,English,New York,,,,,Brinton Turkle,,2099,,1,$4.95 ,,Houghton Mifflin Company,,,,,,
Tracks,First,,Scholastic Inc Pub.,1996,,2100,English,New York,,,,,David Galef,,2100,,1,$3.99 ,,Scholastic Pub,,,,,,
The King's Tea,First,,The Dial Press,1979,,2101,English,New York,,,,,Trinka Hakes Noble,,2101,,1,$3.99 ,,The Dial Press,,,,,,
As Big As You,First,,Dell Dragonfly Books,2004,,2102,English,New York,,,,,Elaine Greenstein,,2102,,1,$6.99 ,,Dell Dragofly Books,,,,,,
City Sound,First,,Scholastic Inc Pub.,1976,,2103,English,New York,,,,,Jean Marzollo,,2103,,1,$4.99 ,,Scholastic Pub,,,,,,
Grandma and the Pirates,First,,Scholastic Inc Pub.,1990,,2104,English,New York,,,,,Phoebe Gilman,,2104,,1,$3.99 ,,Scholastic Pub,,,,,,
Five Little Monkey Jumping on the Bed,First,,Scholastic Inc Pub.,1989,,2105,English,New York,,,,,Eileen Christelow,,2105,,1,$3.99 ,,Scholastic Pub,,,,,,
Five Little Monkey Jumping on the Bed,First,,Scholastic Inc Pub.,1989,,2106,English,New York,,,,,Eileen Christelow,,2106,,1,$3.99 ,,Scholastic Pub,,,,,,
A Summery Saturday Morning,First,,Scholastic Inc Pub.,1998,,2107,English,New York,,,,,Selina Young,,2107,,1,$3.99 ,,Scholastic Pub,,,,,,
Pioneer Tales to tell,First,,Paragon Press,2000,,2108,English,New York,,,,,Editorial Committee,,2108,,1,$3.99 ,,Paragon Press,,,,,,
Annie and the Wild Animals,First,,Houghton Mifflin Company,2000,,2109,English,New York,,,,,Jan Brett,,2109,,1,$3.99 ,,Houghton Mifflin Company,,,,,,
The World Magic,First,,Barrons,2000,,2110,English,New York,,,,,Peter Eldin,,2110,,1,$4.99 ,,Barron's Press,,,,,,
Out of the Ocean,First,,Scholastic Inc Pub.,1998,,2111,English,New York,,,,,Debra Frasier,,2111,,1,$3.99 ,,Scholastic Pub,,,,,,
If I Could Drive a Fire Truck!,First,,Scholastic Inc Pub.,2001,,2112,English,New York,,,,,Michael Teitelbaum,,2112,,1,$3.99 ,,Scholastic Pub,,,,,,
